,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
86,99,100,Ghangri Boutique Hotel,"Ghangri Boutique Hotel is a Tibetan themed hotel located in Bouddha, Kathmandu within a two minute walk from the famous Boudhanath Stupa, a UNESCO World Heritage Site. This hotel was established with the aim ...MoreGhangri Boutique Hotel is a Tibetan themed hotel located in Bouddha, Kathmandu within a two minute walk from the famous Boudhanath Stupa, a UNESCO World Heritage Site. This hotel was established with the aim ...Moreof providing a relaxing, comfortable and enjoyable stay for our valued guests. We are here to ensure that you receive the most heartwarming Nepali hospitality combined with our personalized customer service. Less","Bouddha,Bouddha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation, Room Service , Bar/Lounge , Concierge , Spa , Dry Cleaning , Shuttle Bus Service ,Star rating provided by Expedia.4 Star Hotel ",Kathmandu Hotels,27.720249,85.360151,Ghangri Boutique Hotel.jpg,"NPR†2,100 - NPR†3,094 (Based on Average Rates for a Standard Room) "
87,100,101,Hotel Dream City (P) Ltd.,,"Paknajol Marg-16, Thamel,Paknajol Marg-16, ThamelNear to The Chhetrapati Roundabout","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Banquet Room,Dry Cleaning,Rooftop Terrace, Self-Serve Laundry , Shuttle Bus Service ",Kathmandu Hotels,27.713001,85.308369,Hotel Dream City (P) Ltd..jpg,"NPR†2,431 - NPR†3,315 (Based on Average Rates for a Standard Room) "
88,103,104,Hotel The Sacred Valley Home,,"Brahmakumari Marg, Jyatha, Thamel,Brahmakumari Marg, Jyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service, Family Rooms , Rooftop Bar , Dry Cleaning , Rooftop Terrace ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.712492,85.312631,Hotel The Sacred Valley Home.jpg,"NPR†2,321 - NPR†4,641 (Based on Average Rates for a Standard Room) "
89,104,105,The Exotic House,,"17 Saat Chowk, Dhobi Chaur,17 Saat Chowk, Dhobi Chaur","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Non-Smoking Rooms,Airport Transportation,Family Rooms,Laundry Service,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.713535,85.306541,The Exotic House.jpg,"NPR†1,547 - NPR†3,205 (Based on Average Rates for a Standard Room) "
90,106,107,De Hotel Veda Pvt. Ltd,"De Hotel Veda (P) Ltd is the exquisite hotel that is conveniently located in Thamel, a major tourist hub of Nepal. Striking contrast is gained by blending the traditional Nepali setting with western standard ...MoreDe Hotel Veda (P) Ltd is the exquisite hotel that is conveniently located in Thamel, a major tourist hub of Nepal. Striking contrast is gained by blending the traditional Nepali setting with western standard ...Moreamenities. Our spacious rooms are equipped with AC and private bathrooms. All of the rooms are well furnished with latest trend setting furniture. Less","Thamel,ThamelGahitimarg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Restaurant,Shuttle Bus Service,Air Conditioning,Pool,Non-Smoking Hotel,Airport Transportation,Suites,Fitness center,Kitchenette,Pets Allowed",Kathmandu B&Bs / Inns,27.717304,85.312436,De Hotel Veda Pvt. Ltd.jpg,"NPR†1,768 - NPR†2,100 (Based on Average Rates for a Standard Room) "
91,108,109,Hotel Peace N Park,"Hotel Peace N Park is positioned in the center of Thamel, Kathmandu. Hotel Peace N Park is one of the most friendly hotel among other hotels of Kathmandu. We offer free wi-fi and multi-channel television in ...MoreHotel Peace N Park is positioned in the center of Thamel, Kathmandu. Hotel Peace N Park is one of the most friendly hotel among other hotels of Kathmandu. We offer free wi-fi and multi-channel television in ...Moreevery room. Guest can use our computer to check internet free. Furthermore International airport, supermarkets and historical place... Less","Thamel,Thamel","Kathmandu 0977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Non-Smoking Rooms,Airport Transportation,Room Service,Family Rooms,Pets Allowed,Dry Cleaning,Free Parking,Kitchenette,Concierge,Wheelchair access",Kathmandu B&Bs / Inns,27.716677,85.312165,Hotel Peace N Park.jpg,"NPR†1,768 - NPR†2,100 (Based on Average Rates for a Standard Room) "
92,109,110,Hotel Atlantic Nepal,"Hotel Atlantic provides a welcoming and personal home base to business, trekking or touring guests who are visiting Nepal. In the heart of Thamel, Kathmandu's restaurant and district, we are a great spot from ...MoreHotel Atlantic provides a welcoming and personal home base to business, trekking or touring guests who are visiting Nepal. In the heart of Thamel, Kathmandu's restaurant and district, we are a great spot from ...Morewhich to launch all your activities. We offer concierge services to arrange many types of services: local and bus transportation; sightseeing the UNESCO world heritage sites of Boudhanath Stupa, Pashiputinath Temple, Monkey Temple and the temple squares in Patan and Kathmandu. We can also arrange visits to the medieval city of Bhaktapur, fair trade shopping in Kupondol or any other activities in the Kathmandu Valley. After your day full of sightseeing, relax with us on our patio and enjoy a cup of Nepali chia (tea), order from our delicious dining menu, surf the internet and visit with our Nepalese staff and other guests. We look forward to serving you with our legendary Nepalese hospitality at Hotel Atlantic! Less","Tridevi Marg, Thamel, Kathmandu, Nepal,Tridevi Marg, Thamel, Kathmandu, Nepal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Airport Transportation,Room Service,Family Rooms,Dry Cleaning,Shuttle Bus Service,Restaurant,Wheelchair access",Kathmandu B&Bs / Inns,27.714588,85.313222,Hotel Atlantic Nepal.jpg,"NPR†1,768 - NPR†2,100 (Based on Average Rates for a Standard Room) "
93,110,111,Hotel Green Orchid,,"Paknajol, Thamel,Paknajol, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Airport Transportation,Laundry Service,Rooftop Terrace,Free Parking,Air Conditioning,Pool,Non-Smoking Hotel,Restaurant,Room Service,Suites",Kathmandu B&Bs / Inns,27.717253,85.309636,Hotel Green Orchid.jpg,"NPR†1,105 - NPR†1,547 (Based on Average Rates for a Standard Room) "
94,112,113,Kathmandu Home Nepal,,"Jyatha, Thamel,Jyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation, Room Service , Suites , Multilingual Staff , Laundry Service , Rooftop Terrace , Self-Serve Laundry , Shuttle Bus Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Specialty Lodging,27.711752,85.313156,Kathmandu Home Nepal.jpg,"NPR†1,879 - NPR†5,857 (Based on Average Rates for a Standard Room) "
95,114,115,Andes Hotel,"Andes Hotel is a brand new budget hotel located in a peaceful neighborhood of Paknajol, conveniently just outside the busy area of Thamel. Ideal for travelers who need a quick bed and breakfast before moving on to ...MoreAndes Hotel is a brand new budget hotel located in a peaceful neighborhood of Paknajol, conveniently just outside the busy area of Thamel. Ideal for travelers who need a quick bed and breakfast before moving on to ...Moretheir trekking or other plans away from Kathmandu, Andes Hotel offers probably the best combination of comfort, service quality and price among the myriad accommodations in Kathmandu. Less","Paknajol,Paknajol","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation, Rooftop Bar , Concierge , Dry Cleaning , Rooftop Terrace , Private Balcony ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,42.189636,-74.783764,Andes Hotel.jpg,"NPR†1,879 - NPR†5,857 (Based on Average Rates for a Standard Room) "
96,116,117,Shivapuri Heights Cottage,"Shivapuri Heights consist of three Cottages perched on the hillside above Budhanilkantha, with stunning views over the valley. They are a million miles from Kathmandu, but luckily only 30 minutes by taxi and a ...MoreShivapuri Heights consist of three Cottages perched on the hillside above Budhanilkantha, with stunning views over the valley. They are a million miles from Kathmandu, but luckily only 30 minutes by taxi and a ...Moreshort uphill walk. As a secret getaway for families, romantic couples, or a relaxing break from Kathmandu, they're hard to beat. Less","Shivapuri Hills,Shivapuri HillsShivapuri National Park","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Non-Smoking Hotel,Airport Transportation,Family Rooms,Spa,Rooftop Terrace, Private Balcony ",Kathmandu B&Bs / Inns,27.786965,85.355149,Shivapuri Heights Cottage.jpg,"NPR†1,216 - NPR†2,763 (Based on Average Rates for a Standard Room) "
97,119,120,The Boudha Inn,"Boudha Inn, a luxury hotel, is based on Ramhiti Chowk, five minutes walking distance from Boudhanath Stupa. Set-up a tranquil atmosphere for meditation o reignite the spiritual entity. Boudha Inn will serve you as the ...MoreBoudha Inn, a luxury hotel, is based on Ramhiti Chowk, five minutes walking distance from Boudhanath Stupa. Set-up a tranquil atmosphere for meditation o reignite the spiritual entity. Boudha Inn will serve you as the ...Morecoziest ally in your vacation in Nepal. Our richly furnished luxurious rooms will take care of your night and day in a sound way. Good location and peaceful surrounding environment. Less","Boudha-6, Ramhiti Chowk,Boudha-6, Ramhiti Chowk","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Family Rooms,Bar/Lounge,Wheelchair access,Business Center,Laundry Service,Air Conditioning,Room Service,Kitchenette",Kathmandu Hotels,27.726579,85.363583,The Boudha Inn.jpg,"NPR†11,825 - NPR†15,582 (Based on Average Rates for a Standard Room) "
98,120,121,Heritage Home Hotel & Guest House,"The Newars, the indigenous inhabitants Valley, were renowned for their craftsmanship. It is they who built the numerous pagoda temples and shrines, stone sculptures, metalwork and lavish carvings that you see ...MoreThe Newars, the indigenous inhabitants Valley, were renowned for their craftsmanship. It is they who built the numerous pagoda temples and shrines, stone sculptures, metalwork and lavish carvings that you see ...Moreeverywhere. Their workmanship was of such high perfection that the Kathmandu Valley today boasts of seven World Heritage Sites. The architecture of the Newar towns and villages is very appealing. Their red-brick houses have intricately carved wooden windows and doors and sloping tiled roofs. However, in the name of modernization, these beautiful houses and monuments are coming down fast and are being replaced by multi-storied concrete buildings.Here at Heritage Home hotel & guest house, we are committed to preserving and continuing those rich artistic traditions as well as the Valley's tradition of hospitality. Less","Sattghumti, Thamel,Sattghumti, Thamel","Kathmandu 9771, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Multilingual Staff,Laundry Service,Rooftop Terrace,Free Parking,Breakfast included,Pool",Kathmandu Hotels,27.71538,85.309172,Heritage Home Hotel & Guest House.jpg,"NPR†11,825 - NPR†15,582 (Based on Average Rates for a Standard Room) "
99,122,123,Baber Mahal Vilas The Boutique Hotel,,"Tanka Prasad Ghumti Sadak,Tanka Prasad Ghumti Sadak","Kathmandu 44600, ",Bagmati Zone,01-4257655,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Pool,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Fitness center,Concierge,Spa, Business Center , Dry Cleaning ",Kathmandu Hotels,27.694105,85.322508,Baber Mahal Vilas The Boutique Hotel.jpg,"NPR†12,267 - NPR†23,096 (Based on Average Rates for a Standard Room) "
100,124,125,Grand Hotel Kathmandu,"Grand Hotel, Kathmandu is a 4-star hotel in Nepal strategically located in the heart of the city's dynamic business, cultural and entertainment hubs. Some of the major landmarks of the city are located ...MoreGrand Hotel, Kathmandu is a 4-star hotel in Nepal strategically located in the heart of the city's dynamic business, cultural and entertainment hubs. Some of the major landmarks of the city are located ...Morewithin accessible distance from the hotel which include the Swoyambhunath (Monkey Temple), National Museum and the Seto Gumba (White Monastery) . Other attractions near the hotel include Casino Mahjong, United World Trade Centre and Bluebird Mall. Grand Hotel is accredited as the tallest hotel in Nepal. The furnishings are stylish and contemporary and the hotel provides all modern facilities including wifi access through out the hotel and 24 hour cctv surveillance . Other facilities include an all day dining Coffee shop ""Rendezvous"" serving International Cuisine; ""Maharaja"" Restaurant (Fine Dining) serving Mughlai cuisine accompanied by live singing (Ghazal); 24 hour in room dining and finally a beauty parlour and a Spa which offer a range of Himalayan treatments according to your needs. Less","Red Cross Marg,Red Cross MargTahachal, Kalimati","Kathmandu 44600, ",Bagmati Zone,01-4282482,9:00 A.M. - 9:00 P.M,",Free Internet,Free Parking,Breakfast included,Air Conditioning,Pool,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Spa,Wheelchair access, Business Center , Dry Cleaning ",Kathmandu Hotels,27.698886,85.291023,Grand Hotel Kathmandu.jpg,"NPR†4,862 - NPR†10,940 (Based on Average Rates for a Standard Room) "
